productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
516152,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/516152_200w.jpg,3,23237,https://cpt.tcgcsv.com/3t86,2025-12-12T22:51:02.453,1,,0.03,0.2,19.98,0.18,0.11,Reverse Holofoil,042/165,Uncommon,Darkness,80,Stage 1,"[1] Skill Dive
<br>This attack does 40 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon)</em>",,Lx2,F-30,1,
516156,Oddish,Oddish,https://tcgplayer-cdn.tcgplayer.com/product/516156_200w.jpg,3,23237,https://cpt.tcgcsv.com/8t86,2025-12-17T05:47:30.04,1,,0.04,0.22,2.37,0.21,0.15,Reverse Holofoil,043/165,Common,Grass,60,Basic,[2] Razor Leaf (20),,Rx2,None,1,
516156,Oddish,Oddish,https://tcgplayer-cdn.tcgplayer.com/product/516156_200w.jpg,3,23237,https://cpt.tcgcsv.com/8t86,2025-12-17T05:47:30.04,1,,0.01,0.1,1.51,0.06,0.05,Normal,043/165,Common,Grass,60,Basic,[2] Razor Leaf (20),,Rx2,None,1,
516157,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/516157_200w.jpg,3,23237,https://cpt.tcgcsv.com/9t86,2025-12-17T05:23:59.167,1,"<strong>Ability — Semi-Blooming Energy</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may look at the top 3 cards of your deck and attach any number of Basic Energy cards you find there to your Pokemon in any way you like. Shuffle the other cards back into your deck.",0.01,0.1,1.49,0.07,0.07,Normal,044/165,Uncommon,Grass,70,Stage 1,[2] Drool (30),,Rx2,None,1,
516157,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/516157_200w.jpg,3,23237,https://cpt.tcgcsv.com/9t86,2025-12-17T05:23:59.167,1,"<strong>Ability — Semi-Blooming Energy</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may look at the top 3 cards of your deck and attach any number of Basic Energy cards you find there to your Pokemon in any way you like. Shuffle the other cards back into your deck.",0.01,0.2,40.0,0.19,0.2,Reverse Holofoil,044/165,Uncommon,Grass,70,Stage 1,[2] Drool (30),,Rx2,None,1,
516159,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/516159_200w.jpg,3,23237,https://cpt.tcgcsv.com/ct86,2026-01-06T17:16:39.06,1,"<strong>Ability — Fully Blooming Energy</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may look at the top 8 cards of your deck and attach any number of Basic Energy cards you find there to your Pokemon in any way you like. Shuffle the other cards back into your deck.",0.26,0.7,50.0,0.6,0.61,Reverse Holofoil,045/165,Rare,Grass,140,Stage 2,[2G] Solar Beam (90),,Rx2,None,2,
516159,Vileplume,Vileplume,https://tcgplayer-cdn.tcgplayer.com/product/516159_200w.jpg,3,23237,https://cpt.tcgcsv.com/ct86,2026-01-06T17:16:39.06,1,"<strong>Ability — Fully Blooming Energy</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may look at the top 8 cards of your deck and attach any number of Basic Energy cards you find there to your Pokemon in any way you like. Shuffle the other cards back into your deck.",0.01,0.22,10.0,0.2,0.2,Holofoil,045/165,Rare,Grass,140,Stage 2,[2G] Solar Beam (90),,Rx2,None,2,
516163,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/516163_200w.jpg,3,23237,https://cpt.tcgcsv.com/ht86,2025-12-17T05:48:30.627,1,,0.01,0.19,2.0,0.16,0.16,Reverse Holofoil,046/165,Common,Grass,70,Basic,[G] Stampede (10),"[1G] Spore Ball (20)
<br>Your opponent's Active Pokemon is now Asleep.",Rx2,None,2,
516163,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/516163_200w.jpg,3,23237,https://cpt.tcgcsv.com/ht86,2025-12-17T05:48:30.627,1,,0.01,0.1,2.14,0.05,0.03,Normal,046/165,Common,Grass,70,Basic,[G] Stampede (10),"[1G] Spore Ball (20)
<br>Your opponent's Active Pokemon is now Asleep.",Rx2,None,2,
516170,Parasect,Parasect,https://tcgplayer-cdn.tcgplayer.com/product/516170_200w.jpg,3,23237,https://cpt.tcgcsv.com/qt86,2025-12-17T05:48:49.307,1,,0.02,0.2,1.99,0.19,0.14,Reverse Holofoil,047/165,Uncommon,Grass,120,Stage 1,"[G] Spread Filaments
<br>Flip 2 coins. Search your deck for a number of G Pokemon up to the number of heads and put them onto your Bench. Then, shuffle your deck.",[2] Claw Slash (50),Rx2,None,2,
516170,Parasect,Parasect,https://tcgplayer-cdn.tcgplayer.com/product/516170_200w.jpg,3,23237,https://cpt.tcgcsv.com/qt86,2025-12-17T05:48:49.307,1,,0.01,0.1,5.0,0.05,0.05,Normal,047/165,Uncommon,Grass,120,Stage 1,"[G] Spread Filaments
<br>Flip 2 coins. Search your deck for a number of G Pokemon up to the number of heads and put them onto your Bench. Then, shuffle your deck.",[2] Claw Slash (50),Rx2,None,2,
516206,Venonat,Venonat,https://tcgplayer-cdn.tcgplayer.com/product/516206_200w.jpg,3,23237,https://cpt.tcgcsv.com/8v86,2025-12-13T01:29:07.407,1,,0.03,0.2,2.58,0.16,,Reverse Holofoil,048/165,Common,Grass,70,Basic,[1] Gnaw (10),[2G] Beam (40),Rx2,None,2,
516206,Venonat,Venonat,https://tcgplayer-cdn.tcgplayer.com/product/516206_200w.jpg,3,23237,https://cpt.tcgcsv.com/8v86,2025-12-13T01:29:07.407,1,,0.01,0.1,2.14,0.08,0.05,Normal,048/165,Common,Grass,70,Basic,[1] Gnaw (10),[2G] Beam (40),Rx2,None,2,
516213,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/516213_200w.jpg,3,23237,https://cpt.tcgcsv.com/hv86,2025-12-13T01:28:32.063,1,,0.03,0.2,25.0,0.17,0.17,Reverse Holofoil,049/165,Uncommon,Grass,90,Stage 1,"[G] Perplexing Powder (30)
<br>Your opponent's Active Pokemon is now Confused. During your opponent's next turn, they can't play any Item cards from their hand.",[2G] Speed Wing (90),Rx2,None,1,
516213,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/516213_200w.jpg,3,23237,https://cpt.tcgcsv.com/hv86,2025-12-13T01:28:32.063,1,,0.01,0.12,1.51,0.06,0.06,Normal,049/165,Uncommon,Grass,90,Stage 1,"[G] Perplexing Powder (30)
<br>Your opponent's Active Pokemon is now Confused. During your opponent's next turn, they can't play any Item cards from their hand.",[2G] Speed Wing (90),Rx2,None,1,
516215,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/516215_200w.jpg,3,23237,https://cpt.tcgcsv.com/kv86,2025-11-10T18:03:33.06,1,,0.01,0.2,2.37,0.19,,Reverse Holofoil,050/165,Common,Fighting,50,Basic,[F] Headbutt Bounce (10),[FF] Mud-Slap (30),Gx2,None,1,
516215,Diglett,Diglett,https://tcgplayer-cdn.tcgplayer.com/product/516215_200w.jpg,3,23237,https://cpt.tcgcsv.com/kv86,2025-11-10T18:03:33.06,1,,0.01,0.1,2.04,0.06,0.03,Normal,050/165,Common,Fighting,50,Basic,[F] Headbutt Bounce (10),[FF] Mud-Slap (30),Gx2,None,1,
516216,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/516216_200w.jpg,3,23237,https://cpt.tcgcsv.com/lv86,2025-12-17T05:15:42.36,1,,0.01,0.1,19.98,0.06,0.05,Normal,051/165,Uncommon,Fighting,90,Stage 1,[F] Headbutt Bounce (40),[FF] Mud Bomb (80),Gx2,None,1,
516216,Dugtrio,Dugtrio,https://tcgplayer-cdn.tcgplayer.com/product/516216_200w.jpg,3,23237,https://cpt.tcgcsv.com/lv86,2025-12-17T05:15:42.36,1,,0.03,0.2,2.28,0.17,0.12,Reverse Holofoil,051/165,Uncommon,Fighting,90,Stage 1,[F] Headbutt Bounce (40),[FF] Mud Bomb (80),Gx2,None,1,
516221,Meowth,Meowth,https://tcgplayer-cdn.tcgplayer.com/product/516221_200w.jpg,3,23237,https://cpt.tcgcsv.com/rv86,2025-12-17T05:45:51.28,1,,0.01,0.1,25.0,0.09,0.05,Normal,052/165,Common,Colorless,70,Basic,"[1] Come Here Right Meow
<br>Flip a coin. If heads, switch in 1 of your opponent's Benched Pokemon tot he Active Spot.",[2] Dig Claws (20),Fx2,None,1,
516221,Meowth,Meowth,https://tcgplayer-cdn.tcgplayer.com/product/516221_200w.jpg,3,23237,https://cpt.tcgcsv.com/rv86,2025-12-17T05:45:51.28,1,,0.01,0.2,2.0,0.17,,Reverse Holofoil,052/165,Common,Colorless,70,Basic,"[1] Come Here Right Meow
<br>Flip a coin. If heads, switch in 1 of your opponent's Benched Pokemon tot he Active Spot.",[2] Dig Claws (20),Fx2,None,1,
516223,Persian,Persian,https://tcgplayer-cdn.tcgplayer.com/product/516223_200w.jpg,3,23237,https://cpt.tcgcsv.com/tv86,2025-12-12T23:12:13.657,1,"<strong>Ability — Rocket Call</strong>
<br>Once during your turn, you may search your deck for a Giovanni's Charisma card, reveal it, and put it into your hand. Then, shuffle your deck.",0.05,0.22,25.0,0.21,,Reverse Holofoil,053/165,Uncommon,Colorless,110,Stage 1,[3] Slash (70),,Fx2,None,1,
516223,Persian,Persian,https://tcgplayer-cdn.tcgplayer.com/product/516223_200w.jpg,3,23237,https://cpt.tcgcsv.com/tv86,2025-12-12T23:12:13.657,1,"<strong>Ability — Rocket Call</strong>
<br>Once during your turn, you may search your deck for a Giovanni's Charisma card, reveal it, and put it into your hand. Then, shuffle your deck.",0.01,0.11,30.0,0.11,0.05,Normal,053/165,Uncommon,Colorless,110,Stage 1,[3] Slash (70),,Fx2,None,1,
516231,Psyduck - 054/165,Psyduck 054 165,https://tcgplayer-cdn.tcgplayer.com/product/516231_200w.jpg,3,23237,https://cpt.tcgcsv.com/Fv86,2025-12-12T23:21:40.48,1,,0.1,0.25,2.66,0.23,0.25,Reverse Holofoil,054/165,Common,Water,70,Basic,"[1] Overthink
<br>During your opponent's next turn, whenever they flip a coin, treat it as tails.",[W] Water Gun (10),Lx2,None,1,
516231,Psyduck - 054/165,Psyduck 054 165,https://tcgplayer-cdn.tcgplayer.com/product/516231_200w.jpg,3,23237,https://cpt.tcgcsv.com/Fv86,2025-12-12T23:21:40.48,1,,0.01,0.15,1.49,0.12,0.08,Normal,054/165,Common,Water,70,Basic,"[1] Overthink
<br>During your opponent's next turn, whenever they flip a coin, treat it as tails.",[W] Water Gun (10),Lx2,None,1,
516232,Golduck,Golduck,https://tcgplayer-cdn.tcgplayer.com/product/516232_200w.jpg,3,23237,https://cpt.tcgcsv.com/Gv86,2025-12-17T05:26:13.057,1,,0.01,0.12,2.05,0.09,0.05,Normal,055/165,Uncommon,Water,110,Stage 1,"[1] Aquatic Rescue
<br>Put up to 4 Pokemon from your discard pile into your hand.",[1WW] Super Splash (120),Lx2,None,1,
516232,Golduck,Golduck,https://tcgplayer-cdn.tcgplayer.com/product/516232_200w.jpg,3,23237,https://cpt.tcgcsv.com/Gv86,2025-12-17T05:26:13.057,1,,0.05,0.23,3.0,0.21,0.2,Reverse Holofoil,055/165,Uncommon,Water,110,Stage 1,"[1] Aquatic Rescue
<br>Put up to 4 Pokemon from your discard pile into your hand.",[1WW] Super Splash (120),Lx2,None,1,
516242,Mankey,Mankey,https://tcgplayer-cdn.tcgplayer.com/product/516242_200w.jpg,3,23237,https://cpt.tcgcsv.com/Sv86,2025-12-17T05:45:22.71,1,,0.01,0.1,2.29,0.08,0.04,Normal,056/165,Common,Fighting,60,Basic,"[F] Thrash (20+)
<br>Flip a coin. If tails, this Pokemon also does 20 damage to itself. If Heads, this attack does 20 more damage.",,Px2,None,1,
516242,Mankey,Mankey,https://tcgplayer-cdn.tcgplayer.com/product/516242_200w.jpg,3,23237,https://cpt.tcgcsv.com/Sv86,2025-12-17T05:45:22.71,1,,0.04,0.19,1.99,0.13,,Reverse Holofoil,056/165,Common,Fighting,60,Basic,"[F] Thrash (20+)
<br>Flip a coin. If tails, this Pokemon also does 20 damage to itself. If Heads, this attack does 20 more damage.",,Px2,None,1,
516246,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/516246_200w.jpg,3,23237,https://cpt.tcgcsv.com/Xv86,2025-12-12T23:21:10.083,1,,0.02,0.2,25.0,0.16,0.08,Reverse Holofoil,057/165,Uncommon,Fighting,120,Stage 1,"[F] Rant and Rave (40)
<br>This Pokemon is now Confused.","[2F] Raging Smash (150)
<br>If this Pokemon isn't Confused, this attack does nothing.",Px2,None,2,
516246,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/516246_200w.jpg,3,23237,https://cpt.tcgcsv.com/Xv86,2025-12-12T23:21:10.083,1,,0.01,0.1,20.0,0.07,0.05,Normal,057/165,Uncommon,Fighting,120,Stage 1,"[F] Rant and Rave (40)
<br>This Pokemon is now Confused.","[2F] Raging Smash (150)
<br>If this Pokemon isn't Confused, this attack does nothing.",Px2,None,2,
516247,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/516247_200w.jpg,3,23237,https://cpt.tcgcsv.com/Zv86,2026-01-13T18:08:05.137,1,,0.04,0.2,5.0,0.18,,Reverse Holofoil,058/165,Common,Fire,80,Basic,"[R] Vaporize (10)
<br>Discard a W Energy from your opponent's Active Pokemon.",,Wx2,None,2,
516247,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/516247_200w.jpg,3,23237,https://cpt.tcgcsv.com/Zv86,2026-01-13T18:08:05.137,1,,0.01,0.12,2.04,0.11,0.05,Normal,058/165,Common,Fire,80,Basic,"[R] Vaporize (10)
<br>Discard a W Energy from your opponent's Active Pokemon.",,Wx2,None,2,
516248,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/516248_200w.jpg,3,23237,https://cpt.tcgcsv.com/-v86,2025-11-26T04:23:08.753,1,,0.01,0.13,2.0,0.07,0.07,Normal,059/165,Uncommon,Fire,150,Stage 1,"[R] Torrid Torrent (30)
<br>Attach up to 2 Basic R Energy cards from your discard pile to this Pokemon.","[2RR] Dynamite Fang (240)
<br>Discard 2 R Energy from this Pokemon.",Wx2,None,4,
516248,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/516248_200w.jpg,3,23237,https://cpt.tcgcsv.com/-v86,2025-11-26T04:23:08.753,1,,0.02,0.22,2.37,0.19,0.18,Reverse Holofoil,059/165,Uncommon,Fire,150,Stage 1,"[R] Torrid Torrent (30)
<br>Attach up to 2 Basic R Energy cards from your discard pile to this Pokemon.","[2RR] Dynamite Fang (240)
<br>Discard 2 R Energy from this Pokemon.",Wx2,None,4,
516249,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/516249_200w.jpg,3,23237,https://cpt.tcgcsv.com/_v86,2025-12-12T23:16:14.88,1,,0.01,0.1,20.0,0.09,,Normal,060/165,Common,Water,60,Basic,"[W] Bubble (10)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,Lx2,None,1,
516249,Poliwag,Poliwag,https://tcgplayer-cdn.tcgplayer.com/product/516249_200w.jpg,3,23237,https://cpt.tcgcsv.com/_v86,2025-12-12T23:16:14.88,1,,0.01,0.2,40.0,0.16,0.17,Reverse Holofoil,060/165,Common,Water,60,Basic,"[W] Bubble (10)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,Lx2,None,1,
516250,Poliwhirl - 061/165,Poliwhirl 061 165,https://tcgplayer-cdn.tcgplayer.com/product/516250_200w.jpg,3,23237,https://cpt.tcgcsv.com/0w86,2025-12-12T23:18:44.437,1,,0.2,1.29,7.0,1.04,1.14,Reverse Holofoil,061/165,Common,Water,90,Stage 1,[W] Wave Splash (20),"[1W] Frog Hop (30+)
<br>Flip a coin. If heads, this attack does 60 more damage.",Lx2,None,1,
516250,Poliwhirl - 061/165,Poliwhirl 061 165,https://tcgplayer-cdn.tcgplayer.com/product/516250_200w.jpg,3,23237,https://cpt.tcgcsv.com/0w86,2025-12-12T23:18:44.437,1,,0.04,0.17,20.0,0.16,0.1,Normal,061/165,Common,Water,90,Stage 1,[W] Wave Splash (20),"[1W] Frog Hop (30+)
<br>Flip a coin. If heads, this attack does 60 more damage.",Lx2,None,1,
516251,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/516251_200w.jpg,3,23237,https://cpt.tcgcsv.com/2w86,2025-12-12T23:19:23.943,1,,0.01,0.12,2.19,0.09,0.05,Normal,062/165,Uncommon,Water,160,Stage 2,"[W] Bubble Beam (50)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[2W] Heroic Punch (100+)
<br>Flip a coin. If heads, this attack does 150 more damage.",Lx2,None,2,
516251,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/516251_200w.jpg,3,23237,https://cpt.tcgcsv.com/2w86,2025-12-12T23:19:23.943,1,,0.01,0.21,25.0,0.22,0.2,Reverse Holofoil,062/165,Uncommon,Water,160,Stage 2,"[W] Bubble Beam (50)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","[2W] Heroic Punch (100+)
<br>Flip a coin. If heads, this attack does 150 more damage.",Lx2,None,2,
516268,Abra,Abra,https://tcgplayer-cdn.tcgplayer.com/product/516268_200w.jpg,3,23237,https://cpt.tcgcsv.com/nw86,2026-01-05T14:28:44.557,1,,0.02,0.2,5.0,0.19,0.15,Reverse Holofoil,063/165,Common,Psychic,50,Basic,[P] Psyshot (20),,Dx2,F-30,1,
516268,Abra,Abra,https://tcgplayer-cdn.tcgplayer.com/product/516268_200w.jpg,3,23237,https://cpt.tcgcsv.com/nw86,2026-01-05T14:28:44.557,1,,0.01,0.1,2.0,0.09,0.05,Normal,063/165,Common,Psychic,50,Basic,[P] Psyshot (20),,Dx2,F-30,1,
516269,Kadabra,Kadabra,https://tcgplayer-cdn.tcgplayer.com/product/516269_200w.jpg,3,23237,https://cpt.tcgcsv.com/pw86,2025-12-12T22:55:51.707,1,,0.01,0.13,12.0,0.11,0.05,Normal,064/165,Uncommon,Psychic,80,Stage 1,"[P] Teleportation Attack (30)
<br>Switch this Pokemon with 1 of your Benched Pokemon",,Dx2,F-30,1,
516269,Kadabra,Kadabra,https://tcgplayer-cdn.tcgplayer.com/product/516269_200w.jpg,3,23237,https://cpt.tcgcsv.com/pw86,2025-12-12T22:55:51.707,1,,0.05,0.22,3.25,0.21,0.21,Reverse Holofoil,064/165,Uncommon,Psychic,80,Stage 1,"[P] Teleportation Attack (30)
<br>Switch this Pokemon with 1 of your Benched Pokemon",,Dx2,F-30,1,
516381,Alakazam ex - 065/165,Alakazam ex 065 165,https://tcgplayer-cdn.tcgplayer.com/product/516381_200w.jpg,3,23237,https://cpt.tcgcsv.com/Fz86,2025-11-10T18:03:26.12,1,,0.5,1.26,11.85,1.24,1.4,Holofoil,065/165,Double Rare,Psychic,310,Stage 2,"[2] Mind Jack (90+)
<br>This attack does 30 more damage for each of your opponent's Benched Pokemon.","[PP] Dimensional Hand (120)
<br>This attack can be used if this Pokemon is on the Bench.",Dx2,F-30,1,
516382,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/516382_200w.jpg,3,23237,https://cpt.tcgcsv.com/Gz86,2025-12-12T22:59:46.89,1,,0.01,0.1,1.51,0.06,0.05,Normal,066/165,Common,Fighting,70,Basic,"[F] Mountain Mashing
<br>Discard the top card of your opponent's deck.",[FF] Punch (30),Px2,None,2,
516382,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/516382_200w.jpg,3,23237,https://cpt.tcgcsv.com/Gz86,2025-12-12T22:59:46.89,1,,0.05,0.2,1.55,0.19,0.17,Reverse Holofoil,066/165,Common,Fighting,70,Basic,"[F] Mountain Mashing
<br>Discard the top card of your opponent's deck.",[FF] Punch (30),Px2,None,2,
516383,Machoke - 067/165,Machoke 067 165,https://tcgplayer-cdn.tcgplayer.com/product/516383_200w.jpg,3,23237,https://cpt.tcgcsv.com/Hz86,2025-12-12T22:59:20.733,1,,0.02,0.2,5.0,0.19,,Reverse Holofoil,067/165,Uncommon,Fighting,100,Stage 1,"[FF] Mountain Ramming (50)
<br>Discard the top card of your opponent's deck.",,Px2,None,2,
516383,Machoke - 067/165,Machoke 067 165,https://tcgplayer-cdn.tcgplayer.com/product/516383_200w.jpg,3,23237,https://cpt.tcgcsv.com/Hz86,2025-12-12T22:59:20.733,1,,0.01,0.11,1.49,0.1,0.05,Normal,067/165,Uncommon,Fighting,100,Stage 1,"[FF] Mountain Ramming (50)
<br>Discard the top card of your opponent's deck.",,Px2,None,2,
516385,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/516385_200w.jpg,3,23237,https://cpt.tcgcsv.com/Kz86,2026-01-13T17:56:45.8,1,"<strong>Ability — Gusts</strong
<br>If this Pokemon would be Knocked Out by damage from an attack, flip a coin. If heads, this Pokemon is not Knocked Out, and its remaining HP becomes 10.",0.01,0.21,60.0,0.19,0.19,Holofoil,068/165,Rare,Fighting,180,Stage 2,"[FF] Mountain Chopping (100)
<br>Discard the top 2 cards of your opponent's deck.",,Px2,None,2,
516385,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/516385_200w.jpg,3,23237,https://cpt.tcgcsv.com/Kz86,2026-01-13T17:56:45.8,1,"<strong>Ability — Gusts</strong
<br>If this Pokemon would be Knocked Out by damage from an attack, flip a coin. If heads, this Pokemon is not Knocked Out, and its remaining HP becomes 10.",0.2,0.63,50.0,0.56,,Reverse Holofoil,068/165,Rare,Fighting,180,Stage 2,"[FF] Mountain Chopping (100)
<br>Discard the top 2 cards of your opponent's deck.",,Px2,None,2,
516560,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/516560_200w.jpg,3,23237,https://cpt.tcgcsv.com/dF86,2025-12-13T00:54:27.467,1,,0.04,0.19,2.78,0.15,0.16,Reverse Holofoil,069/165,Common,Grass,60,Basic,[G] Cut (10),"[1G] Bind Down (20)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Rx2,None,1,
516560,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/516560_200w.jpg,3,23237,https://cpt.tcgcsv.com/dF86,2025-12-13T00:54:27.467,1,,0.01,0.1,20.0,0.07,0.05,Normal,069/165,Common,Grass,60,Basic,[G] Cut (10),"[1G] Bind Down (20)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",Rx2,None,1,
516563,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/516563_200w.jpg,3,23237,https://cpt.tcgcsv.com/hF86,2025-12-11T03:29:28.353,1,,0.03,0.15,1.99,0.11,,Normal,070/165,Common,Grass,90,Stage 1,[G] Cut (30),[1G] Spray Fluid (50),Rx2,None,2,
516563,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/516563_200w.jpg,3,23237,https://cpt.tcgcsv.com/hF86,2025-12-11T03:29:28.353,1,,0.75,1.39,7.99,1.27,4.8,Reverse Holofoil,070/165,Common,Grass,90,Stage 1,[G] Cut (30),[1G] Spray Fluid (50),Rx2,None,2,
516564,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/516564_200w.jpg,3,23237,https://cpt.tcgcsv.com/jF86,2025-12-13T01:30:58.193,1,,0.01,0.2,5.0,0.18,,Reverse Holofoil,071/165,Uncommon,Grass,150,Stage 2,[G] Spit Up (50),"[1G] Slow-Acting Acid (120)
<br>At the end of your opponent's next turn, put 12 damage counters on the Defending Pokemon.",Rx2,None,3,
516564,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/516564_200w.jpg,3,23237,https://cpt.tcgcsv.com/jF86,2025-12-13T01:30:58.193,1,,0.01,0.11,1.49,0.09,0.07,Normal,071/165,Uncommon,Grass,150,Stage 2,[G] Spit Up (50),"[1G] Slow-Acting Acid (120)
<br>At the end of your opponent's next turn, put 12 damage counters on the Defending Pokemon.",Rx2,None,3,
516565,Tentacool,Tentacool,https://tcgplayer-cdn.tcgplayer.com/product/516565_200w.jpg,3,23237,https://cpt.tcgcsv.com/kF86,2025-12-13T01:27:09.637,1,,0.01,0.1,24.0,0.07,0.04,Normal,072/165,Common,Water,60,Basic,[W] Tingle (10),[2] Watering (20),Lx2,None,1,
516565,Tentacool,Tentacool,https://tcgplayer-cdn.tcgplayer.com/product/516565_200w.jpg,3,23237,https://cpt.tcgcsv.com/kF86,2025-12-13T01:27:09.637,1,,0.05,0.2,2.35,0.16,,Reverse Holofoil,072/165,Common,Water,60,Basic,[W] Tingle (10),[2] Watering (20),Lx2,None,1,
516566,Mew ex - 151/165,Mew ex 151 165,https://tcgplayer-cdn.tcgplayer.com/product/516566_200w.jpg,3,23237,https://cpt.tcgcsv.com/lF86,2026-01-14T18:36:57.74,1,"<strong>Ability — Restart</strong>
<br>Once during your turn, you may draw cards until you have 3 cards in your hand.",5.63,8.29,100.0,6.98,9.53,Holofoil,151/165,Double Rare,Psychic,180,Basic,"[3] Genome Hacking
<br> Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.",,Dx2,F-30,,
516567,Tentacruel,Tentacruel,https://tcgplayer-cdn.tcgplayer.com/product/516567_200w.jpg,3,23237,https://cpt.tcgcsv.com/mF86,2025-12-13T01:27:51.96,1,,0.01,0.1,1.49,0.09,0.06,Normal,073/165,Uncommon,Water,120,Stage 1,"[2] Poisonous Whip (30)
<br>Your opponent's Active Pokemon is now Poisoned.","[2W] Tentacular Panic (90x)
<br>Flip a coin until you get tails. This attack does 90 damage for each heads. If the first flip is tails, your opponent's Active Pokemon is now Confused.",Lx2,None,2,
516567,Tentacruel,Tentacruel,https://tcgplayer-cdn.tcgplayer.com/product/516567_200w.jpg,3,23237,https://cpt.tcgcsv.com/mF86,2025-12-13T01:27:51.96,1,,0.04,0.2,40.0,0.17,0.15,Reverse Holofoil,073/165,Uncommon,Water,120,Stage 1,"[2] Poisonous Whip (30)
<br>Your opponent's Active Pokemon is now Poisoned.","[2W] Tentacular Panic (90x)
<br>Flip a coin until you get tails. This attack does 90 damage for each heads. If the first flip is tails, your opponent's Active Pokemon is now Confused.",Lx2,None,2,
516569,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/516569_200w.jpg,3,23237,https://cpt.tcgcsv.com/pF86,2025-12-17T05:19:38.497,1,,0.01,0.1,2.29,0.07,0.05,Normal,074/165,Common,Fighting,80,Basic,"[F] Stiffen
<br>During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).",[1F] Knuckle Punch (20),Gx2,None,2,
516569,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/516569_200w.jpg,3,23237,https://cpt.tcgcsv.com/pF86,2025-12-17T05:19:38.497,1,,0.01,0.19,40.0,0.15,,Reverse Holofoil,074/165,Common,Fighting,80,Basic,"[F] Stiffen
<br>During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).",[1F] Knuckle Punch (20),Gx2,None,2,
516570,Rhyhorn,Rhyhorn,https://tcgplayer-cdn.tcgplayer.com/product/516570_200w.jpg,3,23237,https://cpt.tcgcsv.com/qF86,2025-12-12T23:23:37.853,1,,0.01,0.1,2.29,0.07,0.05,Normal,111/165,Common,Fighting,100,Basic,"[1F] Push Down (20)
<br> Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)",[1FF] Boulder Crush (70),Gx2,,3,
